model,season_type,ENSO_phase,station,index,mag_err_raw,mag_err_qdm,delta_mag_err
CanESM5,HOT_DRY,LA_NINA,351003,wet_day_freq,4.9,1.81,-3.09
CESM2,HOT_DRY,LA_NINA,351003,wet_day_freq,4.13,6.46,2.33
EC-Earth3,HOT_DRY,LA_NINA,351003,wet_day_freq,23.84,24.54,0.7
FGOALS-g3,HOT_DRY,LA_NINA,351003,wet_day_freq,36.79,25.48,-11.31
MIROC6,HOT_DRY,LA_NINA,351003,wet_day_freq,0.32,42.34,42.02
MRI-ESM2-0,HOT_DRY,LA_NINA,351003,wet_day_freq,10.25,7.44,-2.81
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351004,CDD,27.69,6.86,-20.83
CanESM5,HOT_DRY,LA_NINA,351004,CDD,17.55,19.7,2.15
CESM2,HOT_DRY,LA_NINA,351004,CDD,29.89,0.61,-29.28
EC-Earth3,HOT_DRY,LA_NINA,351004,CDD,16.69,2.62,-14.07
FGOALS-g3,HOT_DRY,LA_NINA,351004,CDD,24.6,14.44,-10.16
MIROC6,HOT_DRY,LA_NINA,351004,CDD,12.18,9.13,-3.05
MRI-ESM2-0,HOT_DRY,LA_NINA,351004,CDD,6.81,10.06,3.25
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351004,CWD,5.15,42.73,37.58
CanESM5,HOT_DRY,LA_NINA,351004,CWD,5.18,44.97,39.79
CESM2,HOT_DRY,LA_NINA,351004,CWD,22.76,1.99,-20.77
EC-Earth3,HOT_DRY,LA_NINA,351004,CWD,22.32,4.09,-18.23
FGOALS-g3,HOT_DRY,LA_NINA,351004,CWD,60.84,104.49,43.65
MIROC6,HOT_DRY,LA_NINA,351004,CWD,87.0,76.72,-10.28
MRI-ESM2-0,HOT_DRY,LA_NINA,351004,CWD,28.23,6.62,-21.61
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351004,PRCPTOT,15.16,50.06,34.9
CanESM5,HOT_DRY,LA_NINA,351004,PRCPTOT,0.34,25.68,25.34
CESM2,HOT_DRY,LA_NINA,351004,PRCPTOT,30.47,70.6,40.13
EC-Earth3,HOT_DRY,LA_NINA,351004,PRCPTOT,14.01,26.53,12.52
FGOALS-g3,HOT_DRY,LA_NINA,351004,PRCPTOT,25.15,34.73,9.58
MIROC6,HOT_DRY,LA_NINA,351004,PRCPTOT,86.82,50.66,-36.16
MRI-ESM2-0,HOT_DRY,LA_NINA,351004,PRCPTOT,17.81,41.6,23.79
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351004,R20mm,38.89,83.33,44.44
CanESM5,HOT_DRY,LA_NINA,351004,R20mm,83.33,52.47,-30.86
CESM2,HOT_DRY,LA_NINA,351004,R20mm,277.78,9.26,-268.52
EC-Earth3,HOT_DRY,LA_NINA,351004,R20mm,97.22,72.22,-25.0
FGOALS-g3,HOT_DRY,LA_NINA,351004,R20mm,83.33,33.95,-49.38
MIROC6,HOT_DRY,LA_NINA,351004,R20mm,500.0,9.26,-490.74
MRI-ESM2-0,HOT_DRY,LA_NINA,351004,R20mm,13.89,3.97,-9.92
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351004,R50mm,44.44,18.52,-25.92
CanESM5,HOT_DRY,LA_NINA,351004,R50mm,44.44,33.34,-11.1
CESM2,HOT_DRY,LA_NINA,351004,R50mm,44.44,44.44,0.0
EC-Earth3,HOT_DRY,LA_NINA,351004,R50mm,44.44,13.89,-30.55
FGOALS-g3,HOT_DRY,LA_NINA,351004,R50mm,55.55,37.03,-18.52
MIROC6,HOT_DRY,LA_NINA,351004,R50mm,44.44,0.0,-44.44
MRI-ESM2-0,HOT_DRY,LA_NINA,351004,R50mm,44.44,55.56,11.12
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351004,R95p,46.55,31.0,-15.55
CanESM5,HOT_DRY,LA_NINA,351004,R95p,46.55,32.46,-14.09
CESM2,HOT_DRY,LA_NINA,351004,R95p,46.55,187.87,141.32
EC-Earth3,HOT_DRY,LA_NINA,351004,R95p,46.55,5.36,-41.19
FGOALS-g3,HOT_DRY,LA_NINA,351004,R95p,26.4,35.17,8.77
MIROC6,HOT_DRY,LA_NINA,351004,R95p,46.55,53.69,7.14
MRI-ESM2-0,HOT_DRY,LA_NINA,351004,R95p,46.55,3.32,-43.23
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351004,R99p,50.12,49.88,-0.24
CanESM5,HOT_DRY,LA_NINA,351004,R99p,50.12,22.68,-27.44
CESM2,HOT_DRY,LA_NINA,351004,R99p,50.12,50.12,0.0
EC-Earth3,HOT_DRY,LA_NINA,351004,R99p,50.12,12.91,-37.21
FGOALS-g3,HOT_DRY,LA_NINA,351004,R99p,50.12,0.9,-49.22
MIROC6,HOT_DRY,LA_NINA,351004,R99p,50.12,50.12,0.0
MRI-ESM2-0,HOT_DRY,LA_NINA,351004,R99p,50.12,50.12,0.0
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351004,Rx1day,6.96,6.24,-0.72
CanESM5,HOT_DRY,LA_NINA,351004,Rx1day,11.55,1.12,-10.43
CESM2,HOT_DRY,LA_NINA,351004,Rx1day,81.35,99.2,17.85
EC-Earth3,HOT_DRY,LA_NINA,351004,Rx1day,2.18,9.99,7.81
FGOALS-g3,HOT_DRY,LA_NINA,351004,Rx1day,28.02,5.71,-22.31
MIROC6,HOT_DRY,LA_NINA,351004,Rx1day,144.28,29.49,-114.79
MRI-ESM2-0,HOT_DRY,LA_NINA,351004,Rx1day,35.06,9.05,-26.01
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351004,Rx5day,3.22,35.07,31.85
CanESM5,HOT_DRY,LA_NINA,351004,Rx5day,6.43,9.56,3.13
CESM2,HOT_DRY,LA_NINA,351004,Rx5day,65.89,20.59,-45.3
EC-Earth3,HOT_DRY,LA_NINA,351004,Rx5day,20.95,25.41,4.46
FGOALS-g3,HOT_DRY,LA_NINA,351004,Rx5day,18.35,3.21,-15.14
MIROC6,HOT_DRY,LA_NINA,351004,Rx5day,132.38,16.4,-115.98
MRI-ESM2-0,HOT_DRY,LA_NINA,351004,Rx5day,20.79,5.03,-15.76
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351004,SDII,4.53,20.5,15.97
CanESM5,HOT_DRY,LA_NINA,351004,SDII,11.83,1.54,-10.29
CESM2,HOT_DRY,LA_NINA,351004,SDII,16.76,2.25,-14.51
EC-Earth3,HOT_DRY,LA_NINA,351004,SDII,4.23,25.2,20.97
FGOALS-g3,HOT_DRY,LA_NINA,351004,SDII,26.83,46.14,19.31
MIROC6,HOT_DRY,LA_NINA,351004,SDII,52.36,10.14,-42.22
MRI-ESM2-0,HOT_DRY,LA_NINA,351004,SDII,9.22,8.75,-0.47
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351004,wet_day_freq,19.64,65.38,45.74
CanESM5,HOT_DRY,LA_NINA,351004,wet_day_freq,2.79,6.97,4.18
CESM2,HOT_DRY,LA_NINA,351004,wet_day_freq,3.2,30.74,27.54
EC-Earth3,HOT_DRY,LA_NINA,351004,wet_day_freq,16.15,24.26,8.11
FGOALS-g3,HOT_DRY,LA_NINA,351004,wet_day_freq,44.48,53.03,8.55
MIROC6,HOT_DRY,LA_NINA,351004,wet_day_freq,15.96,42.71,26.75
MRI-ESM2-0,HOT_DRY,LA_NINA,351004,wet_day_freq,2.56,45.41,42.85
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351005,CDD,13.74,4.19,-9.55
CanESM5,HOT_DRY,LA_NINA,351005,CDD,11.83,5.65,-6.18
CESM2,HOT_DRY,LA_NINA,351005,CDD,24.17,19.99,-4.18
EC-Earth3,HOT_DRY,LA_NINA,351005,CDD,40.28,9.85,-30.43
FGOALS-g3,HOT_DRY,LA_NINA,351005,CDD,18.88,2.46,-16.42
MIROC6,HOT_DRY,LA_NINA,351005,CDD,17.9,15.13,-2.77
MRI-ESM2-0,HOT_DRY,LA_NINA,351005,CDD,1.09,16.79,15.7
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351005,CWD,24.02,18.96,-5.06
CanESM5,HOT_DRY,LA_NINA,351005,CWD,26.57,41.8,15.23
CESM2,HOT_DRY,LA_NINA,351005,CWD,54.51,40.09,-14.42
EC-Earth3,HOT_DRY,LA_NINA,351005,CWD,28.22,33.3,5.08
FGOALS-g3,HOT_DRY,LA_NINA,351005,CWD,92.59,108.47,15.88
MIROC6,HOT_DRY,LA_NINA,351005,CWD,118.75,115.41,-3.34
MRI-ESM2-0,HOT_DRY,LA_NINA,351005,CWD,59.98,31.54,-28.44
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351005,PRCPTOT,40.94,71.55,30.61
CanESM5,HOT_DRY,LA_NINA,351005,PRCPTOT,30.68,49.15,18.47
CESM2,HOT_DRY,LA_NINA,351005,PRCPTOT,0.13,44.93,44.8
EC-Earth3,HOT_DRY,LA_NINA,351005,PRCPTOT,42.98,58.24,15.26
FGOALS-g3,HOT_DRY,LA_NINA,351005,PRCPTOT,5.19,24.92,19.73
MIROC6,HOT_DRY,LA_NINA,351005,PRCPTOT,56.48,18.48,-38.0
MRI-ESM2-0,HOT_DRY,LA_NINA,351005,PRCPTOT,12.53,58.9,46.37
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351005,R20mm,72.71,19.14,-53.57
CanESM5,HOT_DRY,LA_NINA,351005,R20mm,58.82,40.31,-18.51
CESM2,HOT_DRY,LA_NINA,351005,R20mm,302.29,52.29,-250.0
EC-Earth3,HOT_DRY,LA_NINA,351005,R20mm,58.82,63.87,5.05
FGOALS-g3,HOT_DRY,LA_NINA,351005,R20mm,58.82,15.25,-43.57
MIROC6,HOT_DRY,LA_NINA,351005,R20mm,524.51,36.41,-488.1
MRI-ESM2-0,HOT_DRY,LA_NINA,351005,R20mm,10.62,200.43,189.81
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351005,R50mm,122.22,203.7,81.48
CanESM5,HOT_DRY,LA_NINA,351005,R50mm,122.22,194.44,72.22
CESM2,HOT_DRY,LA_NINA,351005,R50mm,122.22,122.22,0.0
EC-Earth3,HOT_DRY,LA_NINA,351005,R50mm,122.22,166.66,44.44
FGOALS-g3,HOT_DRY,LA_NINA,351005,R50mm,111.11,138.89,27.78
MIROC6,HOT_DRY,LA_NINA,351005,R50mm,122.22,166.66,44.44
MRI-ESM2-0,HOT_DRY,LA_NINA,351005,R50mm,122.22,122.22,0.0
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351005,R95p,283.17,349.1,65.93
CanESM5,HOT_DRY,LA_NINA,351005,R95p,283.17,351.97,68.8
CESM2,HOT_DRY,LA_NINA,351005,R95p,181.17,26.65,-154.52
EC-Earth3,HOT_DRY,LA_NINA,351005,R95p,283.17,307.42,24.25
FGOALS-g3,HOT_DRY,LA_NINA,351005,R95p,263.65,280.24,16.59
MIROC6,HOT_DRY,LA_NINA,351005,R95p,283.17,288.68,5.51
MRI-ESM2-0,HOT_DRY,LA_NINA,351005,R95p,283.17,283.17,0.0
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351005,R99p,0.0,100.0,100.0
CanESM5,HOT_DRY,LA_NINA,351005,R99p,0.0,100.0,100.0
CESM2,HOT_DRY,LA_NINA,351005,R99p,0.0,0.0,0.0
EC-Earth3,HOT_DRY,LA_NINA,351005,R99p,0.0,0.0,0.0
FGOALS-g3,HOT_DRY,LA_NINA,351005,R99p,0.0,0.0,0.0
MIROC6,HOT_DRY,LA_NINA,351005,R99p,0.0,0.0,0.0
MRI-ESM2-0,HOT_DRY,LA_NINA,351005,R99p,0.0,0.0,0.0
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351005,Rx1day,79.66,82.93,3.27
CanESM5,HOT_DRY,LA_NINA,351005,Rx1day,47.39,62.0,14.61
CESM2,HOT_DRY,LA_NINA,351005,Rx1day,22.41,32.0,9.59
EC-Earth3,HOT_DRY,LA_NINA,351005,Rx1day,49.8,44.2,-5.6
FGOALS-g3,HOT_DRY,LA_NINA,351005,Rx1day,30.92,41.05,10.13
MIROC6,HOT_DRY,LA_NINA,351005,Rx1day,85.34,34.05,-51.29
MRI-ESM2-0,HOT_DRY,LA_NINA,351005,Rx1day,23.88,5.58,-18.3
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351005,Rx5day,67.37,90.9,23.53
CanESM5,HOT_DRY,LA_NINA,351005,Rx5day,53.48,70.98,17.5
CESM2,HOT_DRY,LA_NINA,351005,Rx5day,18.84,17.74,-1.1
EC-Earth3,HOT_DRY,LA_NINA,351005,Rx5day,64.5,73.12,8.62
FGOALS-g3,HOT_DRY,LA_NINA,351005,Rx5day,28.7,28.18,-0.52
MIROC6,HOT_DRY,LA_NINA,351005,Rx5day,85.33,32.63,-52.7
MRI-ESM2-0,HOT_DRY,LA_NINA,351005,Rx5day,26.26,15.8,-10.46
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351005,SDII,46.0,61.69,15.69
CanESM5,HOT_DRY,LA_NINA,351005,SDII,55.09,43.8,-11.29
CESM2,HOT_DRY,LA_NINA,351005,SDII,26.5,46.55,20.05
EC-Earth3,HOT_DRY,LA_NINA,351005,SDII,51.75,65.4,13.65
FGOALS-g3,HOT_DRY,LA_NINA,351005,SDII,70.09,73.92,3.83
MIROC6,HOT_DRY,LA_NINA,351005,SDII,9.1,79.63,70.53
MRI-ESM2-0,HOT_DRY,LA_NINA,351005,SDII,34.04,22.15,-11.89
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351005,wet_day_freq,2.28,26.71,24.43
CanESM5,HOT_DRY,LA_NINA,351005,wet_day_freq,17.93,12.89,-5.04
CESM2,HOT_DRY,LA_NINA,351005,wet_day_freq,18.34,52.42,34.08
EC-Earth3,HOT_DRY,LA_NINA,351005,wet_day_freq,3.57,0.28,-3.29
FGOALS-g3,HOT_DRY,LA_NINA,351005,wet_day_freq,59.62,61.21,1.59
MIROC6,HOT_DRY,LA_NINA,351005,wet_day_freq,31.1,78.28,47.18
MRI-ESM2-0,HOT_DRY,LA_NINA,351005,wet_day_freq,12.58,40.02,27.44
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351006,CDD,14.7,9.37,-5.33
CanESM5,HOT_DRY,LA_NINA,351006,CDD,4.56,4.91,0.35
CESM2,HOT_DRY,LA_NINA,351006,CDD,7.91,8.1,0.19
EC-Earth3,HOT_DRY,LA_NINA,351006,CDD,3.7,5.73,2.03
FGOALS-g3,HOT_DRY,LA_NINA,351006,CDD,11.61,9.65,-1.96
MIROC6,HOT_DRY,LA_NINA,351006,CDD,21.99,19.08,-2.91
MRI-ESM2-0,HOT_DRY,LA_NINA,351006,CDD,14.32,22.09,7.77
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351006,CWD,81.87,106.48,24.61
CanESM5,HOT_DRY,LA_NINA,351006,CWD,81.9,40.41,-41.49
CESM2,HOT_DRY,LA_NINA,351006,CWD,18.52,70.37,51.85
EC-Earth3,HOT_DRY,LA_NINA,351006,CWD,99.04,77.16,-21.88
FGOALS-g3,HOT_DRY,LA_NINA,351006,CWD,15.88,16.67,0.79
MIROC6,HOT_DRY,LA_NINA,351006,CWD,35.36,55.56,20.2
MRI-ESM2-0,HOT_DRY,LA_NINA,351006,CWD,47.46,72.92,25.46
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351006,PRCPTOT,9.89,49.46,39.57
CanESM5,HOT_DRY,LA_NINA,351006,PRCPTOT,4.93,0.8,-4.13
CESM2,HOT_DRY,LA_NINA,351006,PRCPTOT,41.92,129.16,87.24
EC-Earth3,HOT_DRY,LA_NINA,351006,PRCPTOT,8.74,16.29,7.55
FGOALS-g3,HOT_DRY,LA_NINA,351006,PRCPTOT,30.42,54.39,23.97
MIROC6,HOT_DRY,LA_NINA,351006,PRCPTOT,83.19,48.34,-34.85
MRI-ESM2-0,HOT_DRY,LA_NINA,351006,PRCPTOT,27.15,84.95,57.8
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351006,R20mm,23.28,29.71,6.43
CanESM5,HOT_DRY,LA_NINA,351006,R20mm,21.16,2.65,-18.51
CESM2,HOT_DRY,LA_NINA,351006,R20mm,145.5,117.72,-27.78
EC-Earth3,HOT_DRY,LA_NINA,351006,R20mm,35.05,10.05,-25.0
FGOALS-g3,HOT_DRY,LA_NINA,351006,R20mm,21.16,96.89,75.73
MIROC6,HOT_DRY,LA_NINA,351006,R20mm,256.61,69.11,-187.5
MRI-ESM2-0,HOT_DRY,LA_NINA,351006,R20mm,201.06,76.06,-125.0
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351006,R50mm,55.56,7.4,-48.16
CanESM5,HOT_DRY,LA_NINA,351006,R50mm,55.56,25.92,-29.64
CESM2,HOT_DRY,LA_NINA,351006,R50mm,55.56,55.56,0.0
EC-Earth3,HOT_DRY,LA_NINA,351006,R50mm,55.56,11.12,-44.44
FGOALS-g3,HOT_DRY,LA_NINA,351006,R50mm,66.67,66.67,0.0
MIROC6,HOT_DRY,LA_NINA,351006,R50mm,55.56,38.89,-16.67
MRI-ESM2-0,HOT_DRY,LA_NINA,351006,R50mm,55.56,55.56,0.0
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351006,R95p,43.08,23.38,-19.7
CanESM5,HOT_DRY,LA_NINA,351006,R95p,28.31,9.47,-18.84
CESM2,HOT_DRY,LA_NINA,351006,R95p,214.1,254.34,40.24
EC-Earth3,HOT_DRY,LA_NINA,351006,R95p,20.41,12.27,-8.14
FGOALS-g3,HOT_DRY,LA_NINA,351006,R95p,16.24,94.68,78.44
MIROC6,HOT_DRY,LA_NINA,351006,R95p,328.47,77.19,-251.28
MRI-ESM2-0,HOT_DRY,LA_NINA,351006,R95p,270.68,154.52,-116.16
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351006,R99p,59.44,11.27,-48.17
CanESM5,HOT_DRY,LA_NINA,351006,R99p,59.44,6.1,-53.34
CESM2,HOT_DRY,LA_NINA,351006,R99p,59.44,59.44,0.0
EC-Earth3,HOT_DRY,LA_NINA,351006,R99p,59.44,36.02,-23.42
FGOALS-g3,HOT_DRY,LA_NINA,351006,R99p,78.96,67.25,-11.71
MIROC6,HOT_DRY,LA_NINA,351006,R99p,59.44,69.54,10.1
MRI-ESM2-0,HOT_DRY,LA_NINA,351006,R99p,59.44,398.1,338.66
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351006,Rx1day,21.15,8.28,-12.87
CanESM5,HOT_DRY,LA_NINA,351006,Rx1day,25.74,36.17,10.43
CESM2,HOT_DRY,LA_NINA,351006,Rx1day,112.57,154.04,41.47
EC-Earth3,HOT_DRY,LA_NINA,351006,Rx1day,12.01,20.34,8.33
FGOALS-g3,HOT_DRY,LA_NINA,351006,Rx1day,42.21,31.84,-10.37
MIROC6,HOT_DRY,LA_NINA,351006,Rx1day,98.8,18.72,-80.08
MRI-ESM2-0,HOT_DRY,LA_NINA,351006,Rx1day,50.52,103.56,53.04
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351006,Rx5day,10.52,32.02,21.5
CanESM5,HOT_DRY,LA_NINA,351006,Rx5day,7.31,14.34,7.03
CESM2,HOT_DRY,LA_NINA,351006,Rx5day,81.51,101.12,19.61
EC-Earth3,HOT_DRY,LA_NINA,351006,Rx5day,7.21,3.55,-3.66
FGOALS-g3,HOT_DRY,LA_NINA,351006,Rx5day,32.09,39.65,7.56
MIROC6,HOT_DRY,LA_NINA,351006,Rx5day,113.56,15.67,-97.89
MRI-ESM2-0,HOT_DRY,LA_NINA,351006,Rx5day,40.94,68.16,27.22
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351006,SDII,26.04,21.22,-4.82
CanESM5,HOT_DRY,LA_NINA,351006,SDII,18.74,46.56,27.82
CESM2,HOT_DRY,LA_NINA,351006,SDII,47.86,64.64,16.78
EC-Earth3,HOT_DRY,LA_NINA,351006,SDII,26.34,5.68,-20.66
FGOALS-g3,HOT_DRY,LA_NINA,351006,SDII,3.74,28.61,24.87
MIROC6,HOT_DRY,LA_NINA,351006,SDII,85.57,4.47,-81.1
MRI-ESM2-0,HOT_DRY,LA_NINA,351006,SDII,42.49,42.68,0.19
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351006,wet_day_freq,49.35,82.07,32.72
CanESM5,HOT_DRY,LA_NINA,351006,wet_day_freq,26.92,31.34,4.42
CESM2,HOT_DRY,LA_NINA,351006,wet_day_freq,21.77,5.56,-16.21
EC-Earth3,HOT_DRY,LA_NINA,351006,wet_day_freq,45.86,48.04,2.18
FGOALS-g3,HOT_DRY,LA_NINA,351006,wet_day_freq,14.77,1.31,-13.46
MIROC6,HOT_DRY,LA_NINA,351006,wet_day_freq,22.34,11.49,-10.85
MRI-ESM2-0,HOT_DRY,LA_NINA,351006,wet_day_freq,27.87,17.04,-10.83
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351007,CDD,41.94,26.61,-15.33
CanESM5,HOT_DRY,LA_NINA,351007,CDD,31.8,22.11,-9.69
CESM2,HOT_DRY,LA_NINA,351007,CDD,19.33,7.84,-11.49
EC-Earth3,HOT_DRY,LA_NINA,351007,CDD,22.41,28.0,5.59
FGOALS-g3,HOT_DRY,LA_NINA,351007,CDD,22.69,5.83,-16.86
MIROC6,HOT_DRY,LA_NINA,351007,CDD,5.25,4.19,-1.06
MRI-ESM2-0,HOT_DRY,LA_NINA,351007,CDD,21.55,19.1,-2.45
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351007,CWD,85.45,100.81,15.36
CanESM5,HOT_DRY,LA_NINA,351007,CWD,85.48,29.73,-55.75
CESM2,HOT_DRY,LA_NINA,351007,CWD,22.1,48.03,25.93
EC-Earth3,HOT_DRY,LA_NINA,351007,CWD,122.2,116.2,-6.0
FGOALS-g3,HOT_DRY,LA_NINA,351007,CWD,28.27,20.94,-7.33
MIROC6,HOT_DRY,LA_NINA,351007,CWD,38.94,101.23,62.29
MRI-ESM2-0,HOT_DRY,LA_NINA,351007,CWD,63.31,51.2,-12.11
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351007,PRCPTOT,27.88,58.52,30.64
CanESM5,HOT_DRY,LA_NINA,351007,PRCPTOT,13.06,14.18,1.12
CESM2,HOT_DRY,LA_NINA,351007,PRCPTOT,23.93,59.0,35.07
EC-Earth3,HOT_DRY,LA_NINA,351007,PRCPTOT,39.83,50.81,10.98
FGOALS-g3,HOT_DRY,LA_NINA,351007,PRCPTOT,18.2,22.15,3.95
MIROC6,HOT_DRY,LA_NINA,351007,PRCPTOT,65.2,28.17,-37.03
MRI-ESM2-0,HOT_DRY,LA_NINA,351007,PRCPTOT,13.65,62.78,49.13
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351007,R20mm,17.99,46.66,28.67
CanESM5,HOT_DRY,LA_NINA,351007,R20mm,26.45,35.71,9.26
CESM2,HOT_DRY,LA_NINA,351007,R20mm,140.21,640.21,500.0
EC-Earth3,HOT_DRY,LA_NINA,351007,R20mm,82.01,54.23,-27.78
FGOALS-g3,HOT_DRY,LA_NINA,351007,R20mm,112.43,117.99,5.56
MIROC6,HOT_DRY,LA_NINA,351007,R20mm,251.32,95.77,-155.55
MRI-ESM2-0,HOT_DRY,LA_NINA,351007,R20mm,306.88,195.77,-111.11
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351007,R50mm,25.93,74.07,48.14
CanESM5,HOT_DRY,LA_NINA,351007,R50mm,25.93,25.93,0.0
CESM2,HOT_DRY,LA_NINA,351007,R50mm,25.93,25.93,0.0
EC-Earth3,HOT_DRY,LA_NINA,351007,R50mm,25.93,25.93,0.0
FGOALS-g3,HOT_DRY,LA_NINA,351007,R50mm,37.04,37.04,0.0
MIROC6,HOT_DRY,LA_NINA,351007,R50mm,25.93,25.93,0.0
MRI-ESM2-0,HOT_DRY,LA_NINA,351007,R50mm,25.93,25.93,0.0
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351007,R95p,22.31,46.93,24.62
CanESM5,HOT_DRY,LA_NINA,351007,R95p,49.08,43.06,-6.02
CESM2,HOT_DRY,LA_NINA,351007,R95p,207.16,420.53,213.37
EC-Earth3,HOT_DRY,LA_NINA,351007,R95p,77.69,42.6,-35.09
FGOALS-g3,HOT_DRY,LA_NINA,351007,R95p,77.35,106.47,29.12
MIROC6,HOT_DRY,LA_NINA,351007,R95p,313.1,101.31,-211.79
MRI-ESM2-0,HOT_DRY,LA_NINA,351007,R95p,75.38,206.01,130.63
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351007,R99p,33.5,45.58,12.08
CanESM5,HOT_DRY,LA_NINA,351007,R99p,33.5,38.65,5.15
CESM2,HOT_DRY,LA_NINA,351007,R99p,33.5,33.5,0.0
EC-Earth3,HOT_DRY,LA_NINA,351007,R99p,33.5,66.5,33.0
FGOALS-g3,HOT_DRY,LA_NINA,351007,R99p,5.49,43.73,38.24
MIROC6,HOT_DRY,LA_NINA,351007,R99p,33.5,158.1,124.6
MRI-ESM2-0,HOT_DRY,LA_NINA,351007,R99p,33.5,33.5,0.0
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351007,Rx1day,7.88,14.69,6.81
CanESM5,HOT_DRY,LA_NINA,351007,Rx1day,12.47,13.87,1.4
CESM2,HOT_DRY,LA_NINA,351007,Rx1day,99.3,73.74,-25.56
EC-Earth3,HOT_DRY,LA_NINA,351007,Rx1day,19.23,11.43,-7.8
FGOALS-g3,HOT_DRY,LA_NINA,351007,Rx1day,24.75,34.0,9.25
MIROC6,HOT_DRY,LA_NINA,351007,Rx1day,85.53,19.7,-65.83
MRI-ESM2-0,HOT_DRY,LA_NINA,351007,Rx1day,20.78,50.19,29.41
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351007,Rx5day,14.91,49.71,34.8
CanESM5,HOT_DRY,LA_NINA,351007,Rx5day,18.12,15.88,-2.24
CESM2,HOT_DRY,LA_NINA,351007,Rx5day,56.08,27.87,-28.21
EC-Earth3,HOT_DRY,LA_NINA,351007,Rx5day,49.99,49.3,-0.69
FGOALS-g3,HOT_DRY,LA_NINA,351007,Rx5day,23.21,36.35,13.14
MIROC6,HOT_DRY,LA_NINA,351007,Rx5day,88.13,1.91,-86.22
MRI-ESM2-0,HOT_DRY,LA_NINA,351007,Rx5day,21.02,61.55,40.53
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351007,SDII,24.88,6.13,-18.75
CanESM5,HOT_DRY,LA_NINA,351007,SDII,17.58,20.6,3.02
CESM2,HOT_DRY,LA_NINA,351007,SDII,46.7,46.87,0.17
EC-Earth3,HOT_DRY,LA_NINA,351007,SDII,29.41,2.61,-26.8
FGOALS-g3,HOT_DRY,LA_NINA,351007,SDII,41.02,62.37,21.35
MIROC6,HOT_DRY,LA_NINA,351007,SDII,84.41,37.25,-47.16
MRI-ESM2-0,HOT_DRY,LA_NINA,351007,SDII,32.97,52.06,19.09
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351007,wet_day_freq,57.49,75.02,17.53
CanESM5,HOT_DRY,LA_NINA,351007,wet_day_freq,35.06,24.61,-10.45
CESM2,HOT_DRY,LA_NINA,351007,wet_day_freq,29.91,8.27,-21.64
EC-Earth3,HOT_DRY,LA_NINA,351007,wet_day_freq,73.57,66.94,-6.63
FGOALS-g3,HOT_DRY,LA_NINA,351007,wet_day_freq,28.95,44.59,15.64
MIROC6,HOT_DRY,LA_NINA,351007,wet_day_freq,30.48,21.37,-9.11
MRI-ESM2-0,HOT_DRY,LA_NINA,351007,wet_day_freq,29.42,11.48,-17.94
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351008,CDD,37.72,11.36,-26.36
CanESM5,HOT_DRY,LA_NINA,351008,CDD,27.58,19.73,-7.85
